",stockTicker,action,date,firm,fromGrade,toGrade"
"36,FITB,main,2016-03-10,Credit Suisse,,Underperform"
"37,FITB,up,2016-03-08,Stephens & Co.,,Overweight"
"38,FITB,main,2016-02-11,Nomura,,Neutral"
"39,FITB,main,2016-01-26,Deutsche Bank,,Hold"
"40,FITB,up,2016-01-25,Hilliard Lyons,,Neutral"
"41,FITB,main,2016-01-22,Barclays,,Equal-Weight"
"42,FITB,main,2016-01-22,UBS,,Buy"
"43,FITB,main,2016-01-22,Macquarie,,Outperform"
"44,FITB,main,2016-01-22,Credit Suisse,,Underperform"
"45,FITB,init,2015-11-23,PiperJaffray,,Neutral"
"46,FITB,down,2015-10-21,Guggenheim,,Neutral"
"47,FITB,main,2015-10-21,Oppenheimer,,Outperform"
"48,FITB,main,2015-10-21,Keefe Bruyette & Woods,,Market Perform"
"49,FITB,main,2015-10-08,Sterne Agee CRT,,Buy"
"50,FITB,main,2015-10-06,Oppenheimer,,Outperform"
"51,FITB,down,2015-10-02,Goldman Sachs,,Neutral"
"52,FITB,up,2015-08-26,Bernstein,,Outperform"
"53,FITB,init,2015-08-19,Sterne Agee CRT,,Buy"
"54,FITB,main,2015-06-29,SunTrust Robinson Humphrey,,Neutral"
"55,FITB,init,2015-06-18,Stephens & Co.,,Overweight"
"56,FITB,down,2015-05-20,Baird,,Neutral"
"57,FITB,up,2015-05-19,Oppenheimer,,Outperform"
"58,FITB,main,2015-05-11,Susquehanna,,Positive"
"59,FITB,init,2015-04-09,Evercore ISI Group,,Buy"
"60,FITB,down,2015-03-03,Keefe Bruyette & Woods,,Market Perform"
"61,FITB,init,2015-03-03,UBS,,Buy"
"62,FITB,down,2015-02-10,Deutsche Bank,,Hold"
"63,FITB,down,2015-02-05,Bank of America,,Neutral"
"64,FITB,up,2015-02-02,Keefe Bruyette & Woods,,Outperform"
"65,FITB,main,2015-01-29,Citigroup,,Buy"
"66,FITB,down,2015-01-22,FBR Capital,,Market Perform"
"67,FITB,main,2015-01-22,Keefe Bruyette & Woods,,Market Perform"
"68,FITB,main,2015-01-22,Jefferies,,Buy"
"69,FITB,main,2015-01-08,JP Morgan,,Neutral"
"70,FITB,main,2015-01-05,Barclays,,Equal-Weight"
"71,FITB,init,2014-12-09,Guggenheim,,Buy"
"72,FITB,up,2014-10-23,Goldman Sachs,,Buy"
"73,FITB,main,2014-10-20,Keefe Bruyette & Woods,,Market Perform"
"74,FITB,main,2014-10-17,Citigroup,,Buy"
"75,FITB,main,2014-10-17,Jefferies,,Buy"
"76,FITB,main,2014-10-17,Macquarie,,Neutral"
"77,FITB,main,2014-09-04,JP Morgan,,Neutral"
"78,FITB,up,2014-07-21,Baird,,Outperform"
"79,FITB,main,2014-07-21,Macquarie,,Neutral"
"80,FITB,main,2014-07-18,Jefferies,,Buy"
"81,FITB,main,2014-07-08,Citigroup,,Neutral"
"82,FITB,main,2014-06-19,JP Morgan,,Neutral"
"83,FITB,init,2014-05-14,Nomura,,Neutral"
"84,FITB,down,2014-04-25,BMO Capital,,Market Perform"
"85,FITB,main,2014-04-24,Deutsche Bank,,Buy"
"86,FITB,init,2014-04-22,Oppenheimer,,Perform"
"87,FITB,main,2014-04-21,Jefferies,,Buy"
"88,FITB,main,2014-04-01,Citigroup,,Neutral"
"89,FITB,up,2014-02-06,Bank of America,,Buy"
"90,FITB,main,2014-01-24,Compass Point,,Neutral"
"91,FITB,main,2014-01-24,Citigroup,,Neutral"
"92,FITB,up,2013-12-16,Evercore Partners,,Overweight"
"93,FITB,main,2013-12-03,Guggenheim,,Buy"
"94,FITB,down,2013-11-06,Rafferty,,Hold"
"95,FITB,init,2013-10-07,ISI Group,,Buy"
"96,FITB,down,2013-09-25,Rafferty,,Hold"
"97,FITB,down,2013-09-17,Goldman Sachs,,Neutral"
"98,FITB,down,2013-09-09,Raymond James,,Market Perform"
"99,FITB,down,2013-08-13,Credit Suisse,,Neutral"
"100,FITB,down,2013-07-25,Wells Fargo,,Market Perform"
"101,FITB,main,2013-07-19,Compass Point,,Neutral"
"102,FITB,main,2013-07-10,JP Morgan,,Neutral"
"103,FITB,main,2013-07-10,UBS,,Buy"
"104,FITB,main,2013-02-13,UBS,,Buy"
"105,FITB,init,2013-02-13,Rafferty,,Hold"
"106,FITB,down,2013-02-11,Stifel Nicolaus,,Hold"
"107,FITB,init,2013-02-06,Nomura,,Neutral"
"108,FITB,up,2013-01-29,Wells Fargo,,Outperform"
"109,FITB,main,2013-01-22,Compass Point,,Neutral"
"110,FITB,main,2013-01-18,Credit Suisse,,Outperform"
"111,FITB,main,2013-01-18,Jefferies,,Buy"
"112,FITB,main,2013-01-18,UBS,,Buy"
"113,FITB,up,2012-12-13,Keefe Bruyette & Woods,,Outperform"
"114,FITB,down,2012-10-19,Compass Point,,Neutral"
"115,FITB,main,2012-10-19,UBS,,Buy"
"116,FITB,down,2012-10-09,Bank of America,,Neutral"
"117,FITB,down,2012-10-01,Keefe Bruyette & Woods,,Market Perform"
"118,FITB,main,2012-09-28,JP Morgan,,Neutral"
"119,FITB,main,2012-09-28,Citigroup,,Neutral"
"120,FITB,main,2012-08-27,Miller Tabak,,Strong Buy"
"121,FITB,main,2012-08-22,Credit Suisse,,Outperform"
"122,FITB,main,2012-08-22,Goldman Sachs,,Buy"
"123,FITB,main,2012-08-22,Bank of America,,Buy"
"124,FITB,main,2012-08-22,UBS,,Buy"
"125,FITB,main,2012-08-22,Jefferies,,Buy"
"126,FITB,up,2012-07-23,Compass Point,,Buy"
"127,FITB,main,2012-05-21,Guggenheim,,Neutral"
"128,FITB,up,2012-04-25,Deutsche Bank,,Buy"
"129,FITB,main,2012-04-11,Miller Tabak,,Strong Buy"
"130,FITB,main,2012-04-10,Citigroup,,Neutral"
"131,FITB,main,2012-04-10,JP Morgan,,Neutral"
"132,FITB,up,2012-04-03,Stifel Nicolaus,,Buy"
"133,FITB,main,2012-03-30,UBS,,Buy"
"134,FITB,down,2012-03-22,Sterne Agee,,Neutral"
"135,FITB,main,2012-03-21,Miller Tabak,,Strong Buy"
"0,FNGN,down,2018-01-08,Barclays,Overweight,Equal-Weight"
"1,FNGN,main,2017-11-06,Barclays,,Overweight"
"2,FNGN,down,2017-11-03,Raymond James,Market Perform,Underperform"
"3,FNGN,init,2017-09-08,Barclays,,Overweight"
"4,FNGN,init,2017-06-21,DA Davidson,,Buy"
"5,FNGN,up,2016-05-17,Raymond James,,Market Perform"
"6,FNGN,init,2016-03-15,Northland Securities,,Outperform"
"7,FNGN,down,2015-08-06,Raymond James,,Underperform"
"8,FNGN,down,2015-02-18,PiperJaffray,,Neutral"
"9,FNGN,up,2014-07-30,Raymond James,,Market Perform"
"10,FNGN,init,2014-07-01,Raymond James,,Underperform"
"11,FNGN,main,2013-03-14,PiperJaffray,,Overweight"
"0,FISI,main,2016-07-28,Keefe Bruyette & Woods,,Market Perform"
"1,FISI,main,2015-04-27,Keefe Bruyette & Woods,,Market Perform"
"2,FISI,main,2015-02-03,Keefe Bruyette & Woods,,Market Perform"
"3,FISI,main,2014-10-28,Keefe Bruyette & Woods,,Outperform"
"4,FISI,init,2013-09-25,Sterne Agee,,Buy"
"0,FNSR,down,2018-01-16,Goldman Sachs,Neutral,Sell"
"1,FNSR,down,2017-12-04,Needham,Strong Buy,Buy"
"2,FNSR,down,2017-11-29,B. Riley,Buy,Neutral"
"3,FNSR,down,2017-11-07,Goldman Sachs,Buy,Neutral"
"4,FNSR,main,2017-09-08,Barclays,,Equal-Weight"
"5,FNSR,init,2017-06-30,DA Davidson,,Buy"
"6,FNSR,up,2017-03-15,Jefferies,,Buy"
"7,FNSR,up,2017-03-13,Raymond James,,Strong Buy"
"8,FNSR,up,2016-11-28,Needham,,Strong Buy"
"9,FNSR,up,2016-10-11,Goldman Sachs,,Buy"
"10,FNSR,up,2016-09-09,William Blair,,Outperform"
"11,FNSR,up,2016-09-09,MKM Partners,,Buy"
"12,FNSR,main,2016-09-09,Barclays,,Equal-Weight"
"13,FNSR,main,2016-09-09,Goldman Sachs,,Neutral"
"14,FNSR,main,2016-09-09,Jefferies,,Hold"
"15,FNSR,up,2016-09-06,Stifel Nicolaus,,Buy"
"16,FNSR,main,2016-06-17,Jefferies,,Hold"
"17,FNSR,main,2016-06-17,Barclays,,Equal-Weight"
"18,FNSR,up,2016-03-11,Craig-Hallum,,Buy"
"19,FNSR,main,2016-03-11,B. Riley,,Buy"
"20,FNSR,down,2016-01-08,Barclays,,Equal-Weight"
"21,FNSR,main,2015-11-12,B. Riley,,Neutral"
"22,FNSR,main,2015-09-11,Needham,,Buy"
"23,FNSR,down,2015-09-11,B. Riley,,Neutral"
"24,FNSR,main,2015-09-11,Barclays,,Overweight"
"25,FNSR,down,2015-09-09,RBC Capital,,Sector Perform"
"26,FNSR,init,2015-08-18,Northland Securities,,Market Perform"
"27,FNSR,main,2015-06-19,B. Riley,,Buy"
"28,FNSR,down,2015-06-19,Raymond James,,Outperform"
"29,FNSR,main,2015-06-11,Raymond James,,Strong Buy"
"30,FNSR,main,2015-03-06,Barclays,,Overweight"
"31,FNSR,main,2014-12-05,Barclays,,Overweight"
"32,FNSR,main,2014-11-17,Jefferies,,Hold"
"33,FNSR,down,2014-09-05,Stifel,,Hold"
"34,FNSR,main,2014-09-05,RBC Capital,,Outperform"
"35,FNSR,main,2014-09-05,Janney Capital,,Buy"
"36,FNSR,main,2014-09-05,Jefferies,,Hold"
"37,FNSR,main,2014-09-05,B. Riley,,Buy"
"38,FNSR,main,2014-09-05,Barclays,,Overweight"
"39,FNSR,main,2014-09-05,MKM Partners,,Buy"
"40,FNSR,down,2014-09-02,Jefferies,,Hold"
"41,FNSR,init,2014-07-11,Barrington Research,,Market Perform"
"42,FNSR,main,2014-06-13,Raymond James,,Strong Buy"
"43,FNSR,down,2014-06-13,Craig-Hallum,,Hold"
"44,FNSR,up,2014-03-28,RBC Capital,,Outperform"
"45,FNSR,down,2014-03-07,ACI Research,,"
"46,FNSR,up,2014-02-11,Jefferies,,Buy"
"47,FNSR,up,2014-01-03,Raymond James,,Strong Buy"
"48,FNSR,up,2013-10-08,Jefferies,,Hold"
"49,FNSR,init,2013-09-11,Barclays,,Overweight"
"50,FNSR,main,2013-09-06,Raymond James,,Outperform"
"51,FNSR,main,2013-09-06,Stifel Nicolaus,,Buy"
"52,FNSR,up,2013-08-07,Raymond James,,Outperform"
"53,FNSR,init,2013-07-17,William Blair,,Market Perform"
"54,FNSR,main,2013-07-12,Stifel Nicolaus,,Buy"
"55,FNSR,up,2013-07-11,Needham,,Strong Buy"
"56,FNSR,init,2013-06-21,Craig-Hallum,,Buy"
"57,FNSR,main,2013-06-20,Jefferies,,Underperform"
"58,FNSR,main,2013-06-20,Stifel Nicolaus,,Buy"
"59,FNSR,main,2013-06-20,PiperJaffray,,Overweight"
"60,FNSR,main,2013-06-20,Goldman Sachs,,Neutral"
"61,FNSR,main,2013-06-19,Morgan Stanley,,Overweight"
"62,FNSR,main,2013-06-04,Citigroup,,Buy"
"63,FNSR,main,2013-05-06,Stifel Nicolaus,,Buy"
"64,FNSR,up,2013-04-04,Lazard,,Buy"
"65,FNSR,main,2013-03-08,Citigroup,,Buy"
"66,FNSR,down,2013-01-18,Jefferies,,Underperform"
"67,FNSR,main,2013-01-07,Stifel Nicolaus,,Buy"
"68,FNSR,main,2012-12-18,Jefferies,,Hold"
"69,FNSR,up,2012-12-03,Needham,,Buy"
"70,FNSR,main,2012-10-08,Stifel Nicolaus,,Buy"
"71,FNSR,init,2012-10-01,Lazard,,Neutral"
"72,FNSR,down,2012-09-24,Raymond James,,Market Perform"
"73,FNSR,main,2012-08-29,Jefferies,,Hold"
"74,FNSR,init,2012-08-10,Goldman Sachs,,Neutral"
"75,FNSR,main,2012-07-02,ACI Research,,Sell"
"76,FNSR,main,2012-05-30,PiperJaffray,,Overweight"
"77,FNSR,main,2012-05-14,Stifel Nicolaus,,Buy"
"78,FNSR,main,2012-03-01,Morgan Keegan,,Outperform"
"79,FNSR,main,2012-03-01,PiperJaffray,,Overweight"
"80,FNSR,main,2012-03-01,Stifel Nicolaus,,Buy"
"81,FNSR,main,2012-03-01,Jefferies,,Hold"
"82,FNSR,down,2012-02-28,Jefferies,,Hold"
"83,FNSR,main,2012-02-28,Morgan Stanley,,Overweight"
"0,FNJN,init,2016-05-20,B. Riley,,Buy"
"1,FNJN,init,2014-09-25,H.C. Wainwright,,Buy"
"0,FEYE,main,2017-11-02,BMO Capital,,Market Perform"
"1,FEYE,up,2017-11-02,Dougherty,Neutral,Buy"
"2,FEYE,main,2017-11-02,Oppenheimer,,Outperform"
"3,FEYE,main,2017-09-25,Bank of America,,Buy"
"4,FEYE,down,2017-09-18,Standpoint Research,Buy,Hold"
"5,FEYE,up,2017-09-11,Stephens & Co.,Equal-Weight,Overweight"
"6,FEYE,up,2017-09-07,Morgan Stanley,Equal-Weight,Overweight"
"7,FEYE,main,2017-08-02,BMO Capital,,Market Perform"
"8,FEYE,main,2017-08-02,Deutsche Bank,,Hold"
"9,FEYE,main,2017-08-02,Barclays,,Equal-Weight"
"10,FEYE,init,2017-06-07,Susquehanna,,Neutral"
"11,FEYE,up,2017-05-03,William Blair,,Outperform"
"12,FEYE,up,2017-03-23,Goldman Sachs,,Buy"
"13,FEYE,up,2017-03-20,Bank of America,,Buy"
"14,FEYE,up,2017-02-03,First Analysis,,Equal-Weight"
"15,FEYE,init,2017-01-13,Standpoint Research,,Buy"
"16,FEYE,init,2017-01-05,BMO Capital,,Market Perform"
"17,FEYE,down,2016-11-22,Goldman Sachs,,Sell"
"18,FEYE,down,2016-08-09,Imperial Capital,,In-Line"
"19,FEYE,down,2016-08-08,Wunderlich,,Hold"
"20,FEYE,down,2016-08-05,JP Morgan,,Neutral"
"21,FEYE,down,2016-08-05,Citigroup,,Neutral"
"22,FEYE,down,2016-08-05,William Blair,,Market Perform"
"23,FEYE,main,2016-08-05,Deutsche Bank,,Hold"
"24,FEYE,main,2016-08-05,UBS,,Neutral"
"25,FEYE,main,2016-08-05,Oppenheimer,,Outperform"
"26,FEYE,main,2016-08-05,Goldman Sachs,,Neutral"
"27,FEYE,init,2016-03-21,Goldman Sachs,,Neutral"
"28,FEYE,main,2016-03-11,UBS,,Neutral"
"29,FEYE,main,2016-03-09,Barclays,,Equal-Weight"
"30,FEYE,up,2016-03-09,PiperJaffray,,Overweight"
"31,FEYE,main,2016-03-09,Morgan Stanley,,Equal-Weight"
"32,FEYE,main,2016-03-09,Wedbush,,Neutral"
"33,FEYE,main,2016-03-09,Deutsche Bank,,Hold"
"34,FEYE,main,2016-03-08,FBN Securities,,Outperform"
"35,FEYE,main,2016-02-12,Barclays,,Equal-Weight"
"36,FEYE,main,2016-02-12,Morgan Stanley,,Equal-Weight"
"37,FEYE,main,2016-02-12,Oppenheimer,,Outperform"
"38,FEYE,main,2016-02-12,Deutsche Bank,,Hold"
"39,FEYE,up,2016-02-10,BTIG Research,,Buy"
"40,FEYE,down,2016-01-28,OTR Global,,Negative"
"41,FEYE,main,2016-01-22,Imperial Capital,,Outperform"
"42,FEYE,main,2016-01-21,Barclays,,Equal-Weight"
"43,FEYE,init,2016-01-21,Northland Securities,,Outperform"
"44,FEYE,main,2016-01-21,Deutsche Bank,,Hold"
"45,FEYE,main,2016-01-21,Oppenheimer,,Outperform"
"46,FEYE,init,2016-01-04,Summit Research Partners,,Buy"
"47,FEYE,init,2015-12-15,Evercore ISI Group,,Buy"
"48,FEYE,init,2015-12-14,Evercore ISI Group,,Buy"
"49,FEYE,up,2015-12-08,Citigroup,,Buy"
"50,FEYE,main,2015-11-09,Imperial Capital,,Outperform"
"51,FEYE,down,2015-11-05,FBR Capital,,Market Perform"
"52,FEYE,down,2015-11-05,Wells Fargo,,Market Perform"
"53,FEYE,main,2015-11-05,Morgan Stanley,,Equal-Weight"
"54,FEYE,main,2015-11-05,Barclays,,Equal-Weight"
"55,FEYE,down,2015-11-05,Bank of America,,Neutral"
"56,FEYE,main,2015-11-05,Wedbush,,Neutral"
"57,FEYE,main,2015-11-05,Stifel Nicolaus,,Buy"
"58,FEYE,main,2015-11-05,Deutsche Bank,,Hold"
"59,FEYE,down,2015-10-23,Wedbush,,Neutral"
"60,FEYE,init,2015-10-15,DA Davidson,,Buy"
"61,FEYE,main,2015-10-14,Deutsche Bank,,Hold"
"62,FEYE,down,2015-10-09,Dougherty,,Neutral"
"63,FEYE,down,2015-10-05,PiperJaffray,,Neutral"
"64,FEYE,init,2015-09-10,BTIG Research,,Neutral"
"65,FEYE,up,2015-08-18,Imperial Capital,,Outperform"
"66,FEYE,down,2015-07-31,Gabelli & Co.,,Sell"
"67,FEYE,main,2015-07-31,Citigroup,,Neutral"
"68,FEYE,up,2015-07-29,Oppenheimer,,Outperform"
"69,FEYE,down,2015-07-24,OTR Global,,"
"70,FEYE,init,2015-07-13,Dougherty,,Buy"
"71,FEYE,down,2015-06-26,Barclays,,Equal-Weight"
"72,FEYE,init,2015-06-25,Wedbush,,Outperform"
"73,FEYE,down,2015-06-22,UBS,,Neutral"
"74,FEYE,init,2015-06-09,Wunderlich,,Buy"
"75,FEYE,main,2015-06-04,Stifel Nicolaus,,Buy"
"76,FEYE,init,2015-06-02,Guggenheim,,Buy"
"77,FEYE,init,2015-05-20,Evercore ISI Group,,Buy"
"78,FEYE,init,2015-03-26,Raymond James,,Market Perform"
"79,FEYE,main,2015-02-12,Barclays,,Overweight"
"80,FEYE,main,2015-02-12,Deutsche Bank,,Hold"
"81,FEYE,main,2015-02-12,Nomura,,Buy"
"82,FEYE,main,2015-02-12,Stifel Nicolaus,,Buy"
"83,FEYE,init,2014-12-05,JMP Securities,,Market Perform"
"84,FEYE,init,2014-11-11,Macquarie,,Neutral"
"85,FEYE,main,2014-11-05,Nomura,,Buy"
"86,FEYE,main,2014-11-05,Barclays,,Overweight"
"87,FEYE,main,2014-11-05,Citigroup,,Neutral"
"88,FEYE,main,2014-11-05,Deutsche Bank,,Hold"
"89,FEYE,main,2014-11-05,FBR Capital,,Outperform"
"90,FEYE,main,2014-11-05,Nomura,,Buy"
"91,FEYE,main,2014-11-05,Imperial Capital,,In-Line"
"92,FEYE,up,2014-10-16,JP Morgan,,Overweight"
"93,FEYE,init,2014-10-06,First Analysis,,Equal-weight"
"94,FEYE,down,2014-10-03,Northland Securities,,Underperform"
"95,FEYE,up,2014-09-08,UBS,,Buy"
"96,FEYE,init,2014-08-27,Stifel Nicolaus,,Buy"
"97,FEYE,main,2014-08-06,Nomura,,Buy"
"98,FEYE,up,2014-07-16,Goldman Sachs,,Buy"
"99,FEYE,init,2014-07-02,Northland,,Market Perform"
"100,FEYE,init,2014-06-16,Summit Research Partners,,Buy"
"101,FEYE,up,2014-05-23,Barclays,,Overweight"
"102,FEYE,up,2014-05-08,Gabelli & Co.,,Hold"
"103,FEYE,main,2014-05-07,Citigroup,,Equal-Weight"
"104,FEYE,main,2014-05-07,JP Morgan,,Neutral"
"105,FEYE,main,2014-05-07,UBS,,Neutral"
"106,FEYE,init,2014-05-05,Deutsche Bank,,Hold"
"107,FEYE,up,2014-04-09,Topeka,,Buy"
"108,FEYE,up,2014-04-08,Wedbush,,Outperform"
"109,FEYE,init,2014-04-07,FBN Securities,,Outperform"
"110,FEYE,init,2014-04-04,Citigroup,,Neutral"
"111,FEYE,init,2014-03-25,Imperial Capital,,In-Line"
"112,FEYE,init,2014-03-20,Pacific Crest,,Sector Perform"
"113,FEYE,main,2014-02-12,Nomura,,Buy"
"114,FEYE,main,2014-02-11,Bank of America,,Buy"
"115,FEYE,init,2014-02-10,Wells Fargo,,Outperform"
"116,FEYE,down,2014-01-24,Barclays,,Equal-Weight"
"117,FEYE,down,2014-01-21,JP Morgan,,Neutral"
"118,FEYE,main,2014-01-21,Nomura,,Buy"
"119,FEYE,init,2014-01-16,William Blair,,Outperform"
"120,FEYE,main,2014-01-07,Nomura,,Buy"
"121,FEYE,init,2013-12-20,Wedbush,,Neutral"
"122,FEYE,init,2013-12-17,Stephens & Co.,,Equal-Weight"
"123,FEYE,init,2013-12-12,FBR Capital,,Outperform"
"124,FEYE,init,2013-10-30,Oppenheimer,,Perform"
"125,FEYE,init,2013-10-15,Goldman Sachs,,Neutral"
"126,FEYE,init,2013-10-15,Bank of America,,Buy"
"127,FEYE,init,2013-10-15,Morgan Stanley,,Equal-Weight"
"128,FEYE,init,2013-10-15,JP Morgan,,Overweight"
"129,FEYE,init,2013-10-15,Barclays,,Equal-Weight"
"130,FEYE,init,2013-10-15,Nomura,,Buy"
"131,FEYE,init,2013-10-15,UBS,,Neutral"
"0,FBNC,init,2017-12-04,Stephens & Co.,,Equal-Weight"
"1,FBNC,init,2017-06-09,Brean Capital,,Buy"
"2,FBNC,down,2016-11-14,Gabelli & Co.,,Hold"
"3,FBNC,main,2016-08-23,Keefe Bruyette & Woods,,Outperform"
"4,FBNC,down,2016-05-11,Fig Partners,,Market Perform"
"5,FBNC,main,2015-08-03,Stifel Nicolaus,,Market Perform"
"6,FBNC,up,2014-03-24,Raymond James,,Outperform"
"0,FRBA,up,2017-05-30,Baird,,Outperform"
"1,FRBA,down,2016-12-13,Baird,,Neutral"
"2,FRBA,down,2016-10-27,Merion Capital,,Neutral"
"0,BUSE,main,2017-10-25,FBR Capital,,Neutral"
"1,BUSE,down,2016-12-20,FBR Capital,,Market Perform"
"2,BUSE,main,2016-08-01,Keefe Bruyette & Woods,,Market Perform"
"3,BUSE,init,2016-04-07,DA Davidson,,Buy"
"4,BUSE,main,2016-01-27,Macquarie,,Neutral"
"5,BUSE,main,2015-12-07,Keefe Bruyette & Woods,,Market Perform"
"6,BUSE,main,2015-07-22,Keefe Bruyette & Woods,,Market Perform"
"7,BUSE,main,2015-04-29,Keefe Bruyette & Woods,,Market Perform"
"8,BUSE,init,2013-12-23,DA Davidson,,Neutral"
"9,BUSE,up,2013-10-30,FBR Capital,,Outperform"
"10,BUSE,up,2013-05-16,Keefe Bruyette & Woods,,Market Perform"
"0,FBIZ,down,2017-05-01,Keefe Bruyette & Woods,,Market Perform"
"1,FBIZ,init,2016-11-23,DA Davidson,,Neutral"
"2,FBIZ,down,2016-10-31,Raymond James,,Market Perform"
"3,FBIZ,main,2016-08-01,Keefe Bruyette & Woods,,Outperform"
"4,FBIZ,up,2016-03-28,Sandler O'Neill,,Buy"
"5,FBIZ,init,2015-03-13,Sandler O'Neill,,Buy"
"6,FBIZ,init,2014-08-25,DA Davidson,,Buy"
"7,FBIZ,up,2014-07-28,FIG Partners,,Outperform"
"8,FBIZ,down,2014-03-24,Fig Partners,,Market Perform"
"9,FBIZ,init,2012-07-03,FIG Partners,,Outperform"
"0,FCFS,init,2017-10-04,Credit Suisse,,Outperform"
"1,FCFS,down,2017-07-17,Janney Capital,,Neutral"
"2,FCFS,up,2016-10-13,JMP Securities,,Market Outperform"
"3,FCFS,init,2016-10-11,Wedbush,,Outperform"
"4,FCFS,up,2016-10-03,Janney Capital,,Buy"
"5,FCFS,main,2016-09-08,JP Morgan,,Neutral"
"6,FCFS,up,2016-06-03,Sterne Agee CRT,,Buy"
"7,FCFS,main,2016-04-07,Jefferies,,Hold"
"8,FCFS,down,2016-03-18,JP Morgan,,Neutral"
"9,FCFS,up,2016-01-29,Janney Capital,,Buy"
"10,FCFS,up,2016-01-07,Sterne Agee CRT,,Buy"
"11,FCFS,main,2015-10-21,Keefe Bruyette & Woods,,Market Perform"
"12,FCFS,main,2015-10-06,Keefe Bruyette & Woods,,Market Perform"
"13,FCFS,down,2015-08-26,JMP Securities,,Market Perform"
"14,FCFS,main,2015-07-20,Keefe Bruyette & Woods,,Market Perform"
"15,FCFS,main,2015-06-19,JMP Securities,,Market Outperform"
"16,FCFS,main,2015-03-24,JMP Securities,,Market Outperform"
"17,FCFS,main,2015-02-06,JP Morgan,,Overweight"
"18,FCFS,main,2015-01-28,JMP Securities,,Market Outperform"
"19,FCFS,down,2015-01-28,Janney Capital,,Neutral"
"20,FCFS,main,2015-01-23,JP Morgan,,Overweight"
"21,FCFS,main,2014-11-21,JP Morgan,,Overweight"
"22,FCFS,init,2014-09-04,Jefferies,,Hold"
"23,FCFS,main,2014-07-18,FBR Capital,,Market Perform"
"24,FCFS,init,2014-04-23,HSBC,,Overweight"
"25,FCFS,main,2014-04-21,Jefferies,,Hold"
"26,FCFS,up,2014-02-18,JP Morgan,,Overweight"
"27,FCFS,down,2013-10-01,FBR Capital,,Market Perform"
"28,FCFS,init,2013-07-02,Ascendiant Capital,,Strong Buy"
"29,FCFS,main,2013-04-18,Jefferies,,Hold"
"30,FCFS,main,2013-04-17,Sterne Agee,,Neutral"
"31,FCFS,down,2013-03-13,Sterne Agee,,Neutral"
"32,FCFS,down,2013-02-27,Jefferies,,Hold"
"33,FCFS,down,2013-02-01,JP Morgan,,Neutral"
"34,FCFS,down,2013-01-25,Sidoti & Co.,,Neutral"
"35,FCFS,main,2012-12-10,Jefferies,,Buy"
"36,FCFS,up,2012-11-15,Sterne Agee,,Buy"
"37,FCFS,main,2012-07-03,Sterne Agee,,Neutral"
"38,FCFS,down,2012-06-01,Stephens & Co.,,Equal-Weight"
"39,FCFS,main,2012-04-23,Jefferies,,Buy"
"40,FCFS,main,2012-03-13,Sterne Agee,,Neutral"
"0,FCNCA,init,2009-11-20,FBR Capital,,Outperform"
"0,FCBC,main,2016-07-28,Keefe Bruyette & Woods,,Market Perform"
"1,FCBC,main,2015-08-07,Keefe Bruyette & Woods,,Market Perform"
"2,FCBC,main,2015-03-20,Keefe Bruyette & Woods,,Market Perform"
"3,FCBC,down,2013-07-29,Keefe Bruyette & Woods,,Market Perform"
"4,FCBC,down,2013-07-29,Raymond James,,Market Perform"
"0,FCCO,down,2016-01-07,Raymond James,,Market Perform"
"0,FBNK,down,2017-06-14,PiperJaffray,,Neutral"
"1,FBNK,up,2017-01-31,PiperJaffray,,Overweight"
"2,FBNK,down,2016-11-16,PiperJaffray,,Neutral"
"3,FBNK,init,2016-04-14,PiperJaffray,,Overweight"
"4,FBNK,down,2015-09-04,""Keefe, Bruyette & Woods"",,Market Perform"
"5,FBNK,down,2013-03-08,Sterne Agee,,Neutral"
"0,FDEF,main,2016-08-29,Keefe Bruyette & Woods,,Market Perform"
"1,FDEF,main,2015-10-21,Keefe Bruyette & Woods,,Market Perform"
"2,FDEF,down,2015-10-05,Raymond James,,Market Perform"
"3,FDEF,main,2015-07-22,Keefe Bruyette & Woods,,Market Perform"
"4,FDEF,main,2015-04-22,Keefe Bruyette & Woods,,Market Perform"
"5,FDEF,up,2015-04-22,Raymond James,,Outperform"
"6,FDEF,main,2015-03-17,Keefe Bruyette & Woods,,Market Perform"
"7,FDEF,main,2015-01-21,Keefe Bruyette & Woods,,Market Perform"
"8,FDEF,down,2013-06-04,Keefe Bruyette & Woods,,Market Perform"
"9,FDEF,up,2013-02-19,FIG Partners,,Outperform"
"0,FFBC,main,2017-10-23,Barclays,,Underweight"
"1,FFBC,main,2017-07-27,Barclays,,Underweight"
"2,FFBC,up,2017-07-27,Stephens & Co.,Equal-Weight,Overweight"
"3,FFBC,init,2017-03-24,DA Davidson,,Buy"
"4,FFBC,main,2016-12-06,Barclays,,Underweight"
"5,FFBC,main,2016-10-11,Barclays,,Underweight"
"6,FFBC,init,2016-10-06,PiperJaffray,,Neutral"
"7,FFBC,down,2016-07-25,Hilliard Lyons,,Neutral"
"8,FFBC,main,2016-07-25,Barclays,,Underweight"
"9,FFBC,main,2016-07-25,Keefe Bruyette & Woods,,Market Perform"
"10,FFBC,down,2016-03-10,Sandler O'Neill,,Hold"
"11,FFBC,up,2016-01-26,Sandler O'Neill,,Buy"
"12,FFBC,up,2016-01-25,Keefe Bruyette & Woods,,Outperform"
